yearend,locationabbr,sample_size,income,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2013,NH,505.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,28.6
2013,NH,825.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,24.4
2013,NH,858.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,21.1
2013,NH,1761.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,15.0
2013,NH,815.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,22.4
2014,NH,415.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,36.7
2014,NH,722.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,32.6
2014,NH,561.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,29.0
2014,NH,700.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,31.0
2014,NH,893.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,31.8
2014,NH,1672.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,23.5
2014,NH,767.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,19.1
2014,NH,415.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,22.1
2014,NH,722.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,38.9
2014,NH,561.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,36.0
2014,NH,700.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,36.8
2014,NH,893.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,37.7
2014,NH,1672.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,38.4
2014,NH,767.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,32.7
2014,NH,436.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,39.7
2014,NH,758.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,26.4
2014,NH,594.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,27.7
2014,NH,741.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,18.1
2014,NH,935.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,17.3
2014,NH,1733.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,10.5
2014,NH,977.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,22.1
2011,NJ,960.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,28.5
2011,NJ,2005.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,30.4
2011,NJ,1203.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,26.6
2011,NJ,1476.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,26.1
2011,NJ,1820.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,23.4
2011,NJ,4662.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,21.0
2011,NJ,2004.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,18.4
2011,NJ,960.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,37.3
2011,NJ,2005.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,37.4
2011,NJ,1203.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,38.6
2011,NJ,1476.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,38.8
2011,NJ,1820.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,40.1
2011,NJ,4662.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,39.0
2011,NJ,2004.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,31.8
2011,NJ,1972.0,Data not reported,FV,Q018,Income,Data not reported,INC,INCNR,30.5
2011,NJ,4626.0,"$75,000 or greater",FV,Q018,Income,"$75,000 or greater",INC,INC75PLUS,31.3
2011,NJ,1174.0,"$25,000 - $34,999",FV,Q018,Income,"$25,000 - $34,999",INC,INC2535,32.8
2011,NJ,1430.0,"$35,000 - $49,999",FV,Q018,Income,"$35,000 - $49,999",INC,INC3550,34.5
2011,NJ,1778.0,"$50,000 - $74,999",FV,Q018,Income,"$50,000 - $74,999",INC,INC5075,35.6
2011,NJ,1917.0,"$15,000 - $24,999",FV,Q018,Income,"$15,000 - $24,999",INC,INC1525,37.8
2011,NJ,928.0,"Less than $15,000",FV,Q018,Income,"Less than $15,000",INC,INCLESS15,43.1
2011,NJ,913.0,"Less than $15,000",FV,Q019,Income,"Less than $15,000",INC,INCLESS15,31.7
2011,NJ,1862.0,"$15,000 - $24,999",FV,Q019,Income,"$15,000 - $24,999",INC,INC1525,29.4
2011,NJ,1160.0,"$25,000 - $34,999",FV,Q019,Income,"$25,000 - $34,999",INC,INC2535,24.8
2011,NJ,1415.0,"$35,000 - $49,999",FV,Q019,Income,"$35,000 - $49,999",INC,INC3550,23.2
2011,NJ,1755.0,"$50,000 - $74,999",FV,Q019,Income,"$50,000 - $74,999",INC,INC5075,22.0
2011,NJ,4603.0,"$75,000 or greater",FV,Q019,Income,"$75,000 or greater",INC,INC75PLUS,16.4
2011,NJ,1890.0,Data not reported,FV,Q019,Income,Data not reported,INC,INCNR,23.3
2011,NJ,927.0,"Less than $15,000",PA,Q043,Income,"Less than $15,000",INC,INCLESS15,43.9
2011,NJ,1892.0,"$15,000 - $24,999",PA,Q043,Income,"$15,000 - $24,999",INC,INC1525,46.3
2011,NJ,1147.0,"$25,000 - $34,999",PA,Q043,Income,"$25,000 - $34,999",INC,INC2535,49.9
2011,NJ,1427.0,"$35,000 - $49,999",PA,Q043,Income,"$35,000 - $49,999",INC,INC3550,52.0
2011,NJ,1751.0,"$50,000 - $74,999",PA,Q043,Income,"$50,000 - $74,999",INC,INC5075,54.5
2011,NJ,4566.0,"$75,000 or greater",PA,Q043,Income,"$75,000 or greater",INC,INC75PLUS,59.3
2011,NJ,1930.0,Data not reported,PA,Q043,Income,Data not reported,INC,INCNR,51.3
2011,NJ,911.0,"Less than $15,000",PA,Q044,Income,"Less than $15,000",INC,INCLESS15,14.1
2011,NJ,1867.0,"$15,000 - $24,999",PA,Q044,Income,"$15,000 - $24,999",INC,INC1525,16.9
2011,NJ,1130.0,"$25,000 - $34,999",PA,Q044,Income,"$25,000 - $34,999",INC,INC2535,20.7
2011,NJ,1410.0,"$35,000 - $49,999",PA,Q044,Income,"$35,000 - $49,999",INC,INC3550,23.7
2011,NJ,1738.0,"$50,000 - $74,999",PA,Q044,Income,"$50,000 - $74,999",INC,INC5075,23.5
2011,NJ,4528.0,"$75,000 or greater",PA,Q044,Income,"$75,000 or greater",INC,INC75PLUS,27.5
2011,NJ,1880.0,Data not reported,PA,Q044,Income,Data not reported,INC,INCNR,23.3
2011,NJ,920.0,"Less than $15,000",PA,Q045,Income,"Less than $15,000",INC,INCLESS15,24.8
2011,NJ,1879.0,"$15,000 - $24,999",PA,Q045,Income,"$15,000 - $24,999",INC,INC1525,30.4
2011,NJ,1142.0,"$25,000 - $34,999",PA,Q045,Income,"$25,000 - $34,999",INC,INC2535,31.5
2011,NJ,1417.0,"$35,000 - $49,999",PA,Q045,Income,"$35,000 - $49,999",INC,INC3550,33.5
2011,NJ,1734.0,"$50,000 - $74,999",PA,Q045,Income,"$50,000 - $74,999",INC,INC5075,32.8
2011,NJ,4530.0,"$75,000 or greater",PA,Q045,Income,"$75,000 or greater",INC,INC75PLUS,35.0
2011,NJ,1906.0,Data not reported,PA,Q045,Income,Data not reported,INC,INCNR,35.8
2011,NJ,941.0,"Less than $15,000",PA,Q046,Income,"Less than $15,000",INC,INCLESS15,22.2
2011,NJ,1941.0,"$15,000 - $24,999",PA,Q046,Income,"$15,000 - $24,999",INC,INC1525,25.0
2011,NJ,1183.0,"$25,000 - $34,999",PA,Q046,Income,"$25,000 - $34,999",INC,INC2535,27.5
2011,NJ,1445.0,"$35,000 - $49,999",PA,Q046,Income,"$35,000 - $49,999",INC,INC3550,32.1
2011,NJ,1797.0,"$50,000 - $74,999",PA,Q046,Income,"$50,000 - $74,999",INC,INC5075,32.7
2011,NJ,4628.0,"$75,000 or greater",PA,Q046,Income,"$75,000 or greater",INC,INC75PLUS,37.4
2011,NJ,2036.0,Data not reported,PA,Q046,Income,Data not reported,INC,INCNR,30.3
2011,NJ,960.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,40.5
2011,NJ,1966.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,34.1
2011,NJ,1206.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,32.7
2011,NJ,1466.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,29.7
2011,NJ,1814.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,24.2
2011,NJ,4679.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,17.6
2011,NJ,2103.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,29.6
2012,NJ,1052.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,30.0
2012,NJ,2012.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,28.8
2012,NJ,1158.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,26.0
2012,NJ,1533.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,25.0
2012,NJ,1916.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,26.0
2012,NJ,4721.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,22.5
2012,NJ,2085.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,20.9
2012,NJ,1052.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,35.6
2012,NJ,2012.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,35.9
2012,NJ,1158.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,37.7
2012,NJ,1533.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,39.3
2012,NJ,1916.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,37.3
2012,NJ,4721.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,39.0
2012,NJ,2085.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,32.0
2012,NJ,1137.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,38.8
2012,NJ,2146.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,35.8
2012,NJ,1234.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,32.7
2012,NJ,1609.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,27.0
2012,NJ,2007.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,21.1
2012,NJ,4968.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,14.3
2012,NJ,2631.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,28.9
2013,NJ,904.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,32.6
2013,NJ,1646.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,27.6
2013,NJ,919.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,27.1
2013,NJ,1243.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,31.6
2013,NJ,1621.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,28.0
2013,NJ,4216.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,24.3
2013,NJ,1707.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,21.4
2013,NJ,904.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,28.8
2013,NJ,1646.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,37.3
2013,NJ,919.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,37.4
2013,NJ,1243.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,35.3
2013,NJ,1621.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,38.4
2013,NJ,4216.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,38.4
2013,NJ,1707.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,33.2
2013,NJ,886.0,"Less than $15,000",FV,Q018,Income,"Less than $15,000",INC,INCLESS15,41.4
2013,NJ,1584.0,"$15,000 - $24,999",FV,Q018,Income,"$15,000 - $24,999",INC,INC1525,38.4
2013,NJ,855.0,"$25,000 - $34,999",FV,Q018,Income,"$25,000 - $34,999",INC,INC2535,38.9
2013,NJ,1186.0,"$35,000 - $49,999",FV,Q018,Income,"$35,000 - $49,999",INC,INC3550,34.8
2013,NJ,1564.0,"$50,000 - $74,999",FV,Q018,Income,"$50,000 - $74,999",INC,INC5075,33.9
2013,NJ,4122.0,"$75,000 or greater",FV,Q018,Income,"$75,000 or greater",INC,INC75PLUS,33.0
2013,NJ,1692.0,Data not reported,FV,Q018,Income,Data not reported,INC,INCNR,34.9
2013,NJ,1532.0,"$15,000 - $24,999",FV,Q019,Income,"$15,000 - $24,999",INC,INC1525,26.5
2013,NJ,836.0,"$25,000 - $34,999",FV,Q019,Income,"$25,000 - $34,999",INC,INC2535,24.7
2013,NJ,849.0,"Less than $15,000",FV,Q019,Income,"Less than $15,000",INC,INCLESS15,34.7
2013,NJ,4066.0,"$75,000 or greater",FV,Q019,Income,"$75,000 or greater",INC,INC75PLUS,16.7
2013,NJ,1621.0,Data not reported,FV,Q019,Income,Data not reported,INC,INCNR,21.9
2013,NJ,1163.0,"$35,000 - $49,999",FV,Q019,Income,"$35,000 - $49,999",INC,INC3550,20.9
2013,NJ,1548.0,"$50,000 - $74,999",FV,Q019,Income,"$50,000 - $74,999",INC,INC5075,19.8
2013,NJ,869.0,"Less than $15,000",PA,Q043,Income,"Less than $15,000",INC,INCLESS15,42.6
2013,NJ,1547.0,"$15,000 - $24,999",PA,Q043,Income,"$15,000 - $24,999",INC,INC1525,42.0
2013,NJ,834.0,"$25,000 - $34,999",PA,Q043,Income,"$25,000 - $34,999",INC,INC2535,44.0
2013,NJ,1154.0,"$35,000 - $49,999",PA,Q043,Income,"$35,000 - $49,999",INC,INC3550,51.2
2013,NJ,1543.0,"$50,000 - $74,999",PA,Q043,Income,"$50,000 - $74,999",INC,INC5075,49.4
2013,NJ,4062.0,"$75,000 or greater",PA,Q043,Income,"$75,000 or greater",INC,INC75PLUS,57.7
2013,NJ,1597.0,Data not reported,PA,Q043,Income,Data not reported,INC,INCNR,47.9
2013,NJ,862.0,"Less than $15,000",PA,Q044,Income,"Less than $15,000",INC,INCLESS15,18.6
2013,NJ,1530.0,"$15,000 - $24,999",PA,Q044,Income,"$15,000 - $24,999",INC,INC1525,15.1
2013,NJ,828.0,"$25,000 - $34,999",PA,Q044,Income,"$25,000 - $34,999",INC,INC2535,20.4
2013,NJ,1150.0,"$35,000 - $49,999",PA,Q044,Income,"$35,000 - $49,999",INC,INC3550,20.5
2013,NJ,1531.0,"$50,000 - $74,999",PA,Q044,Income,"$50,000 - $74,999",INC,INC5075,22.1
2013,NJ,4030.0,"$75,000 or greater",PA,Q044,Income,"$75,000 or greater",INC,INC75PLUS,25.6
2013,NJ,1578.0,Data not reported,PA,Q044,Income,Data not reported,INC,INCNR,20.1
2013,NJ,895.0,"Less than $15,000",PA,Q046,Income,"Less than $15,000",INC,INCLESS15,26.5
2013,NJ,4047.0,"$75,000 or greater",PA,Q045,Income,"$75,000 or greater",INC,INC75PLUS,34.8
2013,NJ,1589.0,Data not reported,PA,Q045,Income,Data not reported,INC,INCNR,32.1
2013,NJ,1575.0,"$15,000 - $24,999",PA,Q046,Income,"$15,000 - $24,999",INC,INC1525,25.0
2013,NJ,866.0,"Less than $15,000",PA,Q045,Income,"Less than $15,000",INC,INCLESS15,29.5
2013,NJ,1537.0,"$15,000 - $24,999",PA,Q045,Income,"$15,000 - $24,999",INC,INC1525,26.9
2013,NJ,830.0,"$25,000 - $34,999",PA,Q045,Income,"$25,000 - $34,999",INC,INC2535,30.6
2013,NJ,1149.0,"$35,000 - $49,999",PA,Q045,Income,"$35,000 - $49,999",INC,INC3550,36.8
2013,NJ,1533.0,"$50,000 - $74,999",PA,Q045,Income,"$50,000 - $74,999",INC,INC5075,29.3
2013,NJ,851.0,"$25,000 - $34,999",PA,Q046,Income,"$25,000 - $34,999",INC,INC2535,29.9
2013,NJ,1182.0,"$35,000 - $49,999",PA,Q046,Income,"$35,000 - $49,999",INC,INC3550,29.4
2013,NJ,1563.0,"$50,000 - $74,999",PA,Q046,Income,"$50,000 - $74,999",INC,INC5075,33.0
2013,NJ,4107.0,"$75,000 or greater",PA,Q046,Income,"$75,000 or greater",INC,INC75PLUS,37.0
2013,NJ,1732.0,Data not reported,PA,Q046,Income,Data not reported,INC,INCNR,30.4
2013,NJ,905.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,35.1
2013,NJ,1612.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,36.4
2013,NJ,859.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,36.7
2013,NJ,1190.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,28.5
2013,NJ,1580.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,27.0
2013,NJ,4150.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,18.0
2013,NJ,1753.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,29.7
2014,NJ,777.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,29.5
2014,NJ,1623.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,27.6
2014,NJ,887.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,33.2
2014,NJ,1277.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,31.6
2014,NJ,1514.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,29.1
2014,NJ,4148.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,24.2
2014,NJ,1729.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,23.4
2014,NJ,777.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,33.6
2014,NJ,1623.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,36.9
2014,NJ,887.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,34.8
2014,NJ,1277.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,37.3
2014,NJ,1514.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,36.2
2014,NJ,4148.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,38.5
2014,NJ,1729.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,31.4
2014,NJ,829.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,38.0
2014,NJ,1734.0,"$15,000 - $24,999",PA,Q047,Income,"$15,000 - $24,999",INC,INC1525,33.2
2014,NJ,935.0,"$25,000 - $34,999",PA,Q047,Income,"$25,000 - $34,999",INC,INC2535,33.0
2014,NJ,1328.0,"$35,000 - $49,999",PA,Q047,Income,"$35,000 - $49,999",INC,INC3550,24.7
2014,NJ,1598.0,"$50,000 - $74,999",PA,Q047,Income,"$50,000 - $74,999",INC,INC5075,24.7
2014,NJ,4349.0,"$75,000 or greater",PA,Q047,Income,"$75,000 or greater",INC,INC75PLUS,13.2
2014,NJ,2252.0,Data not reported,PA,Q047,Income,Data not reported,INC,INCNR,24.6
2011,NM,1145.0,"Less than $15,000",OWS,Q036,Income,"Less than $15,000",INC,INCLESS15,31.3
2011,NM,1728.0,"$15,000 - $24,999",OWS,Q036,Income,"$15,000 - $24,999",INC,INC1525,29.6
2011,NM,1065.0,"$25,000 - $34,999",OWS,Q036,Income,"$25,000 - $34,999",INC,INC2535,24.2
2011,NM,1178.0,"$35,000 - $49,999",OWS,Q036,Income,"$35,000 - $49,999",INC,INC3550,27.2
2011,NM,1114.0,"$50,000 - $74,999",OWS,Q036,Income,"$50,000 - $74,999",INC,INC5075,27.7
2011,NM,1713.0,"$75,000 or greater",OWS,Q036,Income,"$75,000 or greater",INC,INC75PLUS,22.0
2011,NM,1038.0,Data not reported,OWS,Q036,Income,Data not reported,INC,INCNR,21.1
2011,NM,1145.0,"Less than $15,000",OWS,Q037,Income,"Less than $15,000",INC,INCLESS15,31.6
2011,NM,1728.0,"$15,000 - $24,999",OWS,Q037,Income,"$15,000 - $24,999",INC,INC1525,34.0
2011,NM,1065.0,"$25,000 - $34,999",OWS,Q037,Income,"$25,000 - $34,999",INC,INC2535,38.7
2011,NM,1178.0,"$35,000 - $49,999",OWS,Q037,Income,"$35,000 - $49,999",INC,INC3550,39.5
2011,NM,1114.0,"$50,000 - $74,999",OWS,Q037,Income,"$50,000 - $74,999",INC,INC5075,37.9
2011,NM,1713.0,"$75,000 or greater",OWS,Q037,Income,"$75,000 or greater",INC,INC75PLUS,36.3
2011,NM,1038.0,Data not reported,OWS,Q037,Income,Data not reported,INC,INCNR,34.8
2011,NM,1683.0,"$75,000 or greater",FV,Q018,Income,"$75,000 or greater",INC,INC75PLUS,30.5
2011,NM,1139.0,"$35,000 - $49,999",FV,Q018,Income,"$35,000 - $49,999",INC,INC3550,34.2
2011,NM,1089.0,"$50,000 - $74,999",FV,Q018,Income,"$50,000 - $74,999",INC,INC5075,34.2
2011,NM,1047.0,"$25,000 - $34,999",FV,Q018,Income,"$25,000 - $34,999",INC,INC2535,36.8
2011,NM,1016.0,Data not reported,FV,Q018,Income,Data not reported,INC,INCNR,39.6
2011,NM,1666.0,"$15,000 - $24,999",FV,Q018,Income,"$15,000 - $24,999",INC,INC1525,43.9
2011,NM,1104.0,"Less than $15,000",FV,Q018,Income,"Less than $15,000",INC,INCLESS15,45.0
2011,NM,1063.0,"Less than $15,000",FV,Q019,Income,"Less than $15,000",INC,INCLESS15,30.0
2011,NM,1648.0,"$15,000 - $24,999",FV,Q019,Income,"$15,000 - $24,999",INC,INC1525,25.5
2011,NM,1027.0,"$25,000 - $34,999",FV,Q019,Income,"$25,000 - $34,999",INC,INC2535,22.8
2011,NM,1128.0,"$35,000 - $49,999",FV,Q019,Income,"$35,000 - $49,999",INC,INC3550,16.2
2011,NM,1081.0,"$50,000 - $74,999",FV,Q019,Income,"$50,000 - $74,999",INC,INC5075,18.0
2011,NM,1674.0,"$75,000 or greater",FV,Q019,Income,"$75,000 or greater",INC,INC75PLUS,13.1
2011,NM,997.0,Data not reported,FV,Q019,Income,Data not reported,INC,INCNR,28.9
2011,NM,1099.0,"Less than $15,000",PA,Q043,Income,"Less than $15,000",INC,INCLESS15,44.8
2011,NM,1651.0,"$15,000 - $24,999",PA,Q043,Income,"$15,000 - $24,999",INC,INC1525,48.1
2011,NM,1024.0,"$25,000 - $34,999",PA,Q043,Income,"$25,000 - $34,999",INC,INC2535,46.7
2011,NM,1135.0,"$35,000 - $49,999",PA,Q043,Income,"$35,000 - $49,999",INC,INC3550,57.0
2011,NM,1075.0,"$50,000 - $74,999",PA,Q043,Income,"$50,000 - $74,999",INC,INC5075,56.4
2011,NM,1660.0,"$75,000 or greater",PA,Q043,Income,"$75,000 or greater",INC,INC75PLUS,63.1
2011,NM,1013.0,Data not reported,PA,Q043,Income,Data not reported,INC,INCNR,47.7
2011,NM,1072.0,"$50,000 - $74,999",PA,Q044,Income,"$50,000 - $74,999",INC,INC5075,24.6
2011,NM,1087.0,"$50,000 - $74,999",PA,Q046,Income,"$50,000 - $74,999",INC,INC5075,36.0
2011,NM,1657.0,"$75,000 or greater",PA,Q044,Income,"$75,000 or greater",INC,INC75PLUS,30.3
2011,NM,988.0,Data not reported,PA,Q044,Income,Data not reported,INC,INCNR,22.3
2011,NM,1093.0,"Less than $15,000",PA,Q045,Income,"Less than $15,000",INC,INCLESS15,28.7
2011,NM,1083.0,"Less than $15,000",PA,Q044,Income,"Less than $15,000",INC,INCLESS15,16.1
2011,NM,1638.0,"$15,000 - $24,999",PA,Q044,Income,"$15,000 - $24,999",INC,INC1525,18.7
2011,NM,1016.0,"$25,000 - $34,999",PA,Q044,Income,"$25,000 - $34,999",INC,INC2535,18.9
2011,NM,1128.0,"$35,000 - $49,999",PA,Q044,Income,"$35,000 - $49,999",INC,INC3550,25.0
2011,NM,1642.0,"$15,000 - $24,999",PA,Q045,Income,"$15,000 - $24,999",INC,INC1525,28.9
2011,NM,1022.0,"$25,000 - $34,999",PA,Q045,Income,"$25,000 - $34,999",INC,INC2535,30.3
2011,NM,1132.0,"$35,000 - $49,999",PA,Q045,Income,"$35,000 - $49,999",INC,INC3550,37.2
2011,NM,1072.0,"$50,000 - $74,999",PA,Q045,Income,"$50,000 - $74,999",INC,INC5075,34.8
2011,NM,1658.0,"$75,000 or greater",PA,Q045,Income,"$75,000 or greater",INC,INC75PLUS,40.5
2011,NM,1009.0,Data not reported,PA,Q045,Income,Data not reported,INC,INCNR,31.5
2011,NM,1144.0,"$35,000 - $49,999",PA,Q046,Income,"$35,000 - $49,999",INC,INC3550,33.3
2011,NM,1102.0,"Less than $15,000",PA,Q046,Income,"Less than $15,000",INC,INCLESS15,22.8
2011,NM,1676.0,"$15,000 - $24,999",PA,Q046,Income,"$15,000 - $24,999",INC,INC1525,28.0
2011,NM,1033.0,"$25,000 - $34,999",PA,Q046,Income,"$25,000 - $34,999",INC,INC2535,30.3
2011,NM,1677.0,"$75,000 or greater",PA,Q046,Income,"$75,000 or greater",INC,INC75PLUS,40.1
2011,NM,1042.0,Data not reported,PA,Q046,Income,Data not reported,INC,INCNR,29.7
2011,NM,1121.0,"Less than $15,000",PA,Q047,Income,"Less than $15,000",INC,INCLESS15,31.7
